sample_id,group,node,cpu,errors,latency
0,0,n00,0.6996350972614997,0.10318697256151776,116.96038739799177
0,0,n01,0.7021417969070414,0.08287077923625667,117.86856595288954
0,0,n02,0.7111375174814287,0.07843424138990633,127.64752903195907
0,0,n03,0.745277179030836,0.07390715115633761,112.22079835390224
0,0,n04,0.8214474848368203,0.04733612756972397,102.61848418351609
0,0,n05,0.642563623811362,0.06985836183201558,101.01146570549476
0,0,n06,0.6874627257022031,0.06421027133506804,104.02470341939643
0,0,n07,0.8724981905024717,0.29910362363231524,199.321422363539
0,0,n08,0.6601686189108507,0.07992942828714535,110.15440010297992
0,0,n09,0.7625938539445982,0.08583712430714929,116.90948803801501
0,0,n10,0.7385491402256597,0.08248611719413167,108.49972183239124
0,0,n11,0.7570448075700956,0.07286226074337558,113.12061655352576
0,0,n12,0.786512292425393,0.08761787646209762,127.92570714352341
0,0,n13,0.7635163962960068,0.0812638524518415,111.82427644443605
0,0,n14,0.7486193821655663,0.0771627408873826,116.94722682973153
0,0,n15,0.7156087686230358,0.08122285611989699,113.18592824768864
0,0,n16,0.8493808185763025,0.27102719712787815,222.89957702698763
0,0,n17,0.6751562011457124,0.05953808432228194,104.12256926335402
0,0,n18,0.7555381795716077,0.0961810359070929,102.0123044671832
0,0,n19,0.7009019598531702,0.052942679150683264,119.79517745871635
0,0,n20,0.7486998020444394,0.0728318545360486,111.44053017923915
0,0,n21,0.6322196063064445,0.08865166183493944,120.63063070573718
0,0,n22,0.7001871874263341,0.07447925351500653,107.51666909803204
1,0,n00,0.6682247489968489,0.07161236157825429,114.13214181079387
1,0,n01,0.7359628707388061,0.05409435970912414,102.8214534200442
1,0,n02,0.7721043759439276,0.10093021497484601,113.71582178748513
1,0,n03,0.8007875019511967,0.07433664633725962,103.45636205663676
1,0,n04,0.7641316119334831,0.089053854134546,105.12576118168644
1,0,n05,0.7193549965162782,0.06361001785877211,119.41803716456452
1,0,n06,0.7323267360143059,0.08074006819615723,109.72528011597863
1,0,n07,0.8292819296975434,0.2739212365390533,217.89816407117496
1,0,n08,0.7237180742310005,0.0776716595795666,113.5165978858315
1,0,n09,0.7908364257228117,0.06946555919151555,117.00123325180772
1,0,n10,0.7779520381770896,0.07110264460862309,109.40662260769172
1,0,n11,0.8630144525635608,0.08891827046453867,107.01515127660691
1,0,n12,0.6641842262725668,0.09015304750512076,108.25320368675271
1,0,n13,0.8059924358924168,0.0946610766721257,99.02233694914777
1,0,n14,0.7217151613913732,0.08016498469330595,109.18397089209846
1,0,n15,0.9087050463729249,0.29865856899693666,193.20246237310596
1,0,n16,0.766736852534435,0.0711999875279355,101.75565220613507
1,0,n17,0.7462794186679494,0.0777000747778476,104.63592986393616
1,0,n18,0.6592593502704861,0.08830287975087166,115.41870545008162
1,0,n19,0.8529612083280753,0.2812411972941558,211.47443061138364
1,0,n20,0.7070167471947072,0.08436395926523077,104.65573696396224
1,0,n21,0.6893755079364049,0.05645909352192262,96.30324762648048
1,0,n22,0.7590457985547592,0.07876097226793878,106.8329637810826
2,0,n00,0.610633749911433,0.07966198524978406,101.68518834058655
2,0,n01,0.7129808674695619,0.07838229773076334,122.7796888634623
2,0,n02,0.6546757341606664,0.05675272316001069,106.10709988235277
2,0,n03,0.7305454954522169,0.0715080430243337,110.34218622961623
2,0,n04,0.8015684042485643,0.08335408393055732,120.23736659354188
2,0,n05,0.7653593503936845,0.06903891243512833,119.25673274076293
2,0,n06,0.7403667566413561,0.09487929977843745,113.53779887607273
2,0,n07,0.7295984871955704,0.08015619100539882,95.84333700209966
2,0,n08,0.755855772494276,0.07379420095671232,98.29101713121426
2,0,n09,0.7413182132458475,0.08459737949055399,123.06415739382587
2,0,n10,0.7822617136373055,0.07186063953473519,122.02308132717566
2,0,n11,0.8741345703983636,0.2692543655808148,201.85395632985853
2,0,n12,0.685120859318051,0.06483815771382027,106.3354187684123
2,0,n13,0.757385878036095,0.09288937939406669,114.07071098542704
2,0,n14,0.7762291912965715,0.07000644066819245,127.38231575784422
2,0,n15,0.8387612854308588,0.08162176576501383,121.37661083449493
2,0,n16,0.7466758833562998,0.08549270808773099,115.27257595160445
2,0,n17,0.8166691377551505,0.09985337796389385,120.22903711772183
2,0,n18,0.7206163086062701,0.08325101258005785,103.56090789160808
