sample_id,group,node,cpu,errors,latency
0,0,n00,0.7201899089581636,0.09468474593064659,98.14224077979505
0,0,n01,0.6954666359908076,0.0891675736504291,103.723817511138
0,0,n02,0.6365654908515006,0.09241455958705716,105.0671707899927
0,0,n03,0.6709403193292236,0.06589947249665717,111.83317508923395
0,0,n04,0.6859312981995712,0.0650782246566001,102.21978944642554
0,0,n05,0.7813653730677502,0.08469599513487627,114.98262371027762
0,0,n06,0.7670555067535254,0.06596256454234828,103.08107589060134
0,0,n07,0.7378042610482001,0.08403319064611929,109.79961236349655
0,0,n08,0.7273005105454474,0.06935611294353361,108.27556663505194
0,0,n09,0.6878052302254868,0.11077201088951093,121.69676270773431
0,0,n10,0.6874240270424585,0.06998240008200139,113.35405801046703
0,0,n11,0.6875527211510443,0.07372785681192849,115.76111330648205
0,0,n12,0.7227460538710612,0.0704460379488537,114.34370084269982
0,0,n13,0.784057359195959,0.08375435017360525,105.25803341573287
0,0,n14,0.6632716529497333,0.08116422560193254,100.59120681561575
0,0,n15,0.658186911481048,0.06940254566808708,105.00995291624848
0,0,n16,0.671690824828859,0.0715095029464537,111.63002512046427
1,0,n00,0.21491969052307064,0.05248093358221949,41.48969994210114
1,0,n01,0.2408305103107604,0.04262255301252104,35.211964018574605
1,0,n02,0.27233591160147835,0.0453944446905352,41.03969321303526
1,0,n03,0.37330438631672336,0.04034485452541195,40.23692743417372
1,0,n04,0.2324935163610765,0.01917113393115883,46.76872960353173
1,0,n05,0.2537200151088126,0.037708248949537636,31.15494222648234
1,0,n06,0.23043824025097648,0.027936334609924996,52.591708256385274
1,0,n07,0.2140861790260288,0.010387917164664341,49.06947058603729
1,0,n08,0.22148809121393173,0.04108011766925379,50.541150727272324
1,0,n09,0.25623999443372686,0.0339209216069322,46.54222010416711
1,0,n10,0.1400530543815111,0.045413569220134405,52.09642083098392
1,0,n11,0.3009571216679358,0.03082183683928245,49.21038363598426
1,0,n12,0.1992587190030531,0.018544993007617784,47.65357288178509
1,0,n13,0.24853556230813512,0.026754257363381346,41.839728137404336
1,0,n14,0.29832328228892074,0.03620011672012774,47.218528766380125
1,0,n15,0.26856639405979843,0.05647735967016594,49.483669626040054
1,0,n16,0.2507764741607661,0.03901298810728514,40.993665288421106
2,0,n00,0.24460260627657915,0.054556710758458284,43.13207794791665
2,0,n01,0.2146763474273797,0.01939576785866475,26.97469015571678
2,0,n02,0.23841025189077286,0.014103262858141934,46.3869761329691
2,0,n03,0.27241357152999685,0.0393403889868395,49.02004006645028
2,0,n04,0.31166002599138215,0.01970790747341554,34.707395273860406
2,0,n05,0.1799884052841753,0.03323609899291132,55.94749632130244
2,0,n06,0.2895680675258909,0.038369043390817814,48.122577440531074
2,0,n07,0.24144283962466706,0.02541671091403761,50.62686662935414
2,0,n08,0.2031135578597893,0.02155947217763981,39.67215640930549
2,0,n09,0.27805645997732764,0.03344145700451826,36.40414114891293
2,0,n10,0.22196344095702428,0.012819714558832605,37.7593948119875
2,0,n11,0.2498831811634468,0.04036383721303054,49.25422669112582
2,0,n12,0.2924186555476428,0.033565674139778894,52.570630789935535
2,0,n13,0.22554065507395604,0.0212688356605896,46.120644716098965
2,0,n14,0.25796232115630985,0.022261680230445138,46.914469285751764
2,0,n15,0.27324142831594034,0.03947993003187021,55.53243134796499
2,0,n16,0.20989455776154758,0.01732142944934164,41.201434996898236
3,0,n00,0.3083457120960545,0.036707816292416616,55.66134792044598
3,0,n01,0.27035642168311336,0.005435433216841999,42.72111496798608
3,0,n02,0.19891509128097556,0.03210032256098535,46.593859569289215
3,0,n03,0.24212801973966674,0.009473307891535696,49.17387857481335
3,0,n04,0.2687772667956805,0.022962882493665765,58.67273071191899
3,0,n05,0.23163582116619946,0.03527682583335391,45.35429911415671
3,0,n06,0.13501296491975573,0.022874834067245005,47.58902587961132
3,0,n07,0.2531758801839141,0.032058781833048944,60.57027223057304
3,0,n08,0.30358979088079985,0.014054651373998323,37.85570825103575
3,0,n09,0.2217929179735865,0.03538945399304697,48.21880565947099
3,0,n10,0.20987765935630567,0.021507614758583146,40.96076657247798
3,0,n11,0.19166491957535267,0.0004898952243693327,41.487740939131264
3,0,n12,0.29160297647043343,0.03886607653896825,57.098215517925496
3,0,n13,0.30842222943627784,0.03079189692797391,37.76869050240987
3,0,n14,0.18058074094276877,0.008452601857593289,42.49911441644499
3,0,n15,0.21256581886211054,0.03163822446014856,53.22868401950643
3,0,n16,0.18362105083809788,0.0391220192051587,49.134420118659804
4,0,n00,0.2503631329254401,0.017742745580608357,45.0487448012071
4,0,n01,0.24053224405750617,0.03549929921973874,54.108898529986575
4,0,n02,0.23484619107045265,0.02747174402605977,49.61007770286479
4,0,n03,0.16819403975468783,0.053404829801129206,49.33804875669886
4,0,n04,0.27507429745674095,0.030023758345849017,64.30540541886992
4,0,n05,0.25461028082502624,0.012677185389085223,63.19982119074163
4,0,n06,0.32734099944281464,0.03778677013859681,52.3277925927871
4,0,n07,0.238231402030158,0.013882941019507732,43.61651143340792
4,0,n08,0.21107334322950103,0.018178917985950747,50.58092198948467
4,0,n09,0.18109037695633506,0.03042145106794776,57.53300037269028
4,0,n10,0.33327157865699764,0.03481607166722997,49.41407420377611
4,0,n11,0.29736104507623184,0.016054113976301118,44.67848627953255
4,0,n12,0.22824885234580075,0.007379263716387422,48.09439335082844
4,0,n13,0.19769766894382487,0.026663828300558873,50.074246466172944
4,0,n14,0.2745374596676642,0.02852358475390148,46.16637403830668
4,0,n15,0.21820933172937318,0.021394444746942014,53.35429595592181
4,0,n16,0.19371521808176023,0.025304417273973694,38.465171533052974
5,0,n00,0.724333388430935,0.08212617837480071,118.54373535586137
5,0,n01,0.7609521636168227,0.08552578553822389,106.56269873649956
5,0,n02,0.6368586362163836,0.09810890861278311,104.20623573187942
5,0,n03,0.74150371842075,0.0665870914193402,111.41062547536525
5,0,n04,0.7411876421824762,0.08197121875299548,123.6919487908993
5,0,n05,0.693297225384606,0.07613194419431478,101.65260554182638
5,0,n06,0.7049691144378798,0.08686446294911712,116.35626270693156
5,0,n07,0.7516799159119577,0.07881696507308313,104.76793789768138
5,0,n08,0.653889976427867,0.08260477384567508,115.12897612227675
5,0,n09,0.6456755679355399,0.09656813691938576,115.72121339621273
5,0,n10,0.7937943961551046,0.06709597350692532,105.93427918518647
